bg_households_sum,bg_aggregate_income_sum,GEOID
1006.1033333333334,152396960.3333333,48029-3164
1947.0,77503900.0,48029-2134
4307.343278446793,241616667.98230523,48029-2148
2753.8865555299203,165417876.52574486,48029-2009
21.11251580278129,1681298.9886219972,48029-3167
1573.2884707469404,103767436.02677047,48029-2064
1140.2240111433266,83224709.27485105,48029-3015
531.2562521744723,67881478.22862063,48029-3182
1639.0,133152200.0,48029-3071
1041.0,71217900.0,48029-3013
1747.065934065934,111989856.62232503,48029-3112
861.0,179568500.0,48029-3115
384.9085365853658,55603277.43902439,48029-3166
440.0914634146341,70401322.56097561,48029-3006
2160.822495606327,270404842.8822496,48029-3069
677.9112754158965,37267708.68761553,48029-2073
899.0,57584300.0,48029-2080
2428.799132947977,114804768.49710983,48029-2114
990.4637268910554,67407147.02214095,48029-2100
1389.200867052023,64357631.50289018,48029-2082
596.0,52953800.0,48029-3038
919.7347280334728,70760599.16317992,48029-2137
621.0,97638500.0,48029-3067
2508.7787610619466,160407434.51327434,48029-3161
3364.221238938053,239310265.48672566,48029-3068
789.1596141053083,89501399.2344455,48029-3066
717.3853390329743,35816292.665373385,48029-2092
260.55564602215173,27619160.367417295,48029-3014
2039.2775077330978,108269078.43570481,48029-3132
1573.066119163428,391140547.7075746,48029-3075
1098.0,152250800.0,48029-3070
1069.00415453049,145730913.85404488,48029-3086
765.8709562645497,193909326.11746287,48029-3130
2099.125407927544,304572628.41529804,48029-3145
1271.6962438758846,150721065.26946107,48029-3077
1498.652598535054,109942094.39134984,48029-3044
1273.347401464946,185488205.60865015,48029-3078
1927.7224922669025,179694821.56429517,48029-3119
590.7433913686917,112281676.82336266,48029-3076
1248.7497402815427,182822248.00572577,48029-3030
867.2502597184573,145265851.99427423,48029-3045
2138.8951840871487,272291527.5649111,48029-3102
1482.0,258482700.0,48029-3033
1166.786860658521,104817303.20685111,48029-2038
984.7205020920502,57417147.69874477,48029-2138
865.5651793525809,44008269.203849524,48029-1031
660.2312465469408,34775625.81670419,48029-2043
1418.001876041005,98079755.86903678,48029-1032
936.2376497882506,66942384.69287381,48029-2019
2282.0,153063600.0,48029-2049
1593.6124056448966,132870897.63702002,48029-2140
1876.6827191374116,124450156.42153287,48029-2090
